name,type,city,country,website,email,phone,instagram,reason,status
Le Temple du Jeu,board game store,Nantes,France,https://www.letempledujeu.fr/,contact@letempledujeu.fr,+33 2 40 12 11 41,@letempledujeu,The primary board game specialist in Nantes with a massive inventory and a dedicated community of card game players.
Sortilèges Nantes,board game store,Nantes,France,https://www.sortileges.fr/,nantes@sortileges.fr,+33 2 40 47 75 20,@sortilegesnantes,"A well-established boutique specializing in tabletop games that values unique, high-quality card games."
Manga T Nantes,Japan stores,Nantes,France,https://manga-t.fr/,,+33 9 83 54 81 22,@mangatnantes,A Japanese-themed tea room and shop that is a perfect cultural fit for a sushi-themed card game.
Henry et Henriette,gift shop,Nantes,France,https://henryethenriette.com/,contact@henryethenriette.com,+33 2 53 45 02 69,@henryethenriette,A colorful concept and gift shop that prioritizes strong visual design and unique lifestyle products.
La Ribouldingue,toy store,Nantes,France,https://www.laribouldingue.fr/,,+33 2 40 47 61 31,@laribouldingue_nantes,An independent toy store focusing on quality playthings and educational games with high production value.
L'Atelier du Petit Parc,Concept design,Nantes,France,https://www.latelierdupetitparc.fr/,,+33 2 40 48 25 92,@latelierdupetitparc,"A curated design shop that features aesthetic objects, making it a great fit for Omakase's strong design qualities."
Sous les Étoiles,gift shop,Nantes,France,https://www.souslesetoiles-nantes.com/,,+33 2 40 75 61 39,@souslesetoilesnantes,A boutique gift shop specializing in original and creative items that often stocks high-end card games.
Philibert,board game store,Strasbourg,France,https://www.philibertnet.com,,+33 3 88 32 65 35,@philibertnet,"As one of the most influential board game retailers in Europe and based in Strasbourg, they are the primary target for any new card game."
Le Pion Magique,board game store,Strasbourg,France,https://www.lepionmagique.com,,+33 3 88 32 45 41,,A long-standing independent game shop in the city center that specializes in tabletop and card games.
Little Tokyo,Japan stores,Strasbourg,France,https://www.littletokyo.fr,,+33 3 88 32 24 35,@littletokyostrasbourg,Specializes in Japanese culture and products; a sushi-themed game with strong design would fit their aesthetic perfectly.
Le Temple du Jeu,board game store,Strasbourg,France,https://www.letempledujeu.fr,,+33 3 88 32 10 10,,A dedicated gaming shop that carries a wide variety of card games and niche titles.
L'Oiseau Bleu,toy store,Strasbourg,France,https://www.loiseaubleustrasbourg.com,,+33 3 88 32 23 25,@loiseaubleustrasbourg,A high-end independent toy store that stocks quality games and would appreciate the design aspect of Omakase.
Curieux?,Concept design,Strasbourg,France,https://www.curieux-store.com,,+33 3 67 10 16 19,@curieux_strasbourg,A concept store focusing on design and lifestyle products where a visually striking card game would fit well.
Excalibur Montpellier,board game store,Montpellier,France,https://www.excalibur-comics.fr,contact@excalibur-comics.fr,+33 4 67 60 81 37,@excalibur_montpellier,"The city's leading board game specialist with a massive inventory and a dedicated community, perfect for a high-quality card game."
Lud'm,board game store,Montpellier,France,https://www.ludm.fr,contact@ludm.fr,+33 4 67 60 38 20,@ludm_montpellier,A specialized boutique in the city center focusing on modern board games and independent publishers.
Le Nuage Vert,Japan stores,Montpellier,France,https://www.librairielenuagevert.fr,contact@librairielenuagevert.fr,+33 4 67 60 33 57,@librairielenuagevert,"A bookstore dedicated to Japanese culture and manga, making it an ideal thematic fit for a sushi-based card game."
Manga No Kuni,Japan stores,Montpellier,France,https://www.manganokuni.fr,,+33 4 67 60 56 56,@manganokuni,"Specializes in Japanese pop culture and merchandise, attracting the exact demographic interested in Japan-themed games."
L'Atelier de la Peluche,toy store,Montpellier,France,https://www.atelierdelapeluche.fr,contact@atelierdelapeluche.fr,+33 4 67 60 21 07,@latelierdelapeluche,"An independent toy and gift shop that focuses on high-quality, well-designed products and unique gifts."
Pomme d'Api,toy store,Montpellier,France,https://www.pommedapi-montpellier.com,,+33 4 67 66 17 44,,A long-standing independent toy store with a curated selection of family-friendly games and high-end playthings.
Jeux Descartes Bordeaux,board game store,Bordeaux,France,https://www.facebook.com/JeuxDescartesBordeaux/,bordeaux@jeux-descartes.fr,+33 5 56 48 20 93,@jeuxdescartesbordeaux,A historic and central board game specialist in Bordeaux that stocks a wide variety of card games and independent titles.
Le Pion Magique,board game store,Bordeaux,France,https://lepionmagique.com/,contact@lepionmagique.com,+33 5 56 44 26 21,@lepionmagique,"An independent specialist shop focusing on modern board games, perfectly suited for high-quality card games like Omakase."
Japan Market,Japan stores,Bordeaux,France,https://www.japanmarket.fr/,contact@japanmarket.fr,+33 5 56 44 19 62,@japanmarket_bdx,A specialty Japanese grocery and gift shop where a sushi-themed card game would be a natural cross-sell item.
L'Echoppe des Jeux,board game store,Bordeaux,France,https://www.lechoppedesjeux.fr/,contact@lechoppedesjeux.fr,+33 9 81 12 11 12,@lechoppedesjeux,A dedicated board game boutique that prioritizes curated selections and community-focused gaming.
Jeux Barjo,board game store,Bordeaux,France,https://www.jeuxbarjo.com/,,+33 5 56 51 00 21,@jeuxbarjo,"A popular board game cafe and shop that specializes in social, easy-to-learn card games that fit the Omakase profile."
Le Temple du Jeu,board game store,Bordeaux,France,https://www.letempledujeu.fr/,bordeaux@letempledujeu.fr,+33 5 56 52 91 31,@letempledujeu_bordeaux,Part of a well-known French network of game stores with a strong local presence and a large inventory of card games.
Wanatoy,toy store,Bordeaux,France,https://wanatoy.com/,,+33 5 56 48 24 53,@wanatoy_bordeaux,An independent toy store with a high-quality selection of family-friendly games and design-led products.
Librairie Mollat (Station Ausone),book shop,Bordeaux,France,https://www.mollat.com/,,+33 5 56 06 48 48,@librairie_mollat,The largest independent bookstore in France with a significant gift and game section that favors aesthetically pleasing products.
Rocambole,board game store,Lille,France,https://www.rocambole.fr,contact@rocambole.fr,+33 3 20 55 67 01,@rocambole_lille,A historic and central board game specialist in Lille with a curated selection of card games and a dedicated community.
La Règle du Jeu,board game store,Lille,France,https://www.laregledujeu.fr,laregledujeu.lille@gmail.com,+33 3 20 55 35 15,@laregledujeulille,"Specializes in modern board games and independent publishers, making it an ideal fit for a design-focused card game like Omakase."
Manga Dokaze,Japan stores,Lille,France,https://www.mangadokaze.com,,+33 3 20 31 35 60,@mangadokaze,A specialist in Japanese culture and manga; the sushi theme of Omakase aligns perfectly with their niche customer base.
Le Bazar du Bizarre,board game store,Lille,France,https://www.bazardubizarre.com,,+33 3 20 12 04 00,@bazardubizarre,"Focuses on geek culture, manga, and games, providing a high-traffic environment for stylized card games."
Petit Balthazar,toy store,Lille,France,https://www.petitbalthazar.com,,+33 3 20 55 12 12,@petitbalthazar,"An independent toy store in the Old Lille district that values high-quality design and original, aesthetically pleasing games."
L'Atelier des Curieux,Concept design,Lille,France,https://latelierdescurieux.fr,,+33 3 20 39 17 28,@latelierdescurieux,"A concept store focusing on unique gifts and design-led products, matching the strong visual identity of Omakase."
Ludibreak,board game store,Lille,France,http://www.ludibreak.fr,contact@ludibreak.fr,+33 9 86 33 41 41,@ludibreak,"A board game café and shop that allows players to test games before buying, which is excellent for social card games."
Le Temple du Jeu,board game store,Rennes,France,https://www.letempledujeu.fr/,rennes@letempledujeu.fr,+33 2 99 79 12 21,@letempledujeu,The primary board game specialist in Rennes with a massive inventory and a dedicated community for card games.
Sortilèges Rennes,board game store,Rennes,France,https://www.sortileges.fr/,rennes@sortileges.fr,+33 2 99 79 53 33,@sortilegesrennes,Part of a reputable French boutique chain specializing in modern tabletop games and high-quality card games.
La Cité d'Ys,board game store,Rennes,France,https://www.lacitedys.fr/,,+33 2 99 79 10 72,@lacitedys,"An independent shop with a curated selection of games, making it a great fit for a well-designed indie card game like Omakase."
Manga K,Japan stores,Rennes,France,https://www.mangak.fr/,,+33 2 99 79 35 14,@mangakrennes,A specialty shop focused on Japanese culture and manga; the sushi theme of Omakase aligns perfectly with their customer interests.
Mint,Concept design,Rennes,France,https://www.mint-shop.fr/,,+33 2 99 79 31 34,@mint_rennes,"A design-led concept store that stocks aesthetic gifts and lifestyle items, matching Omakase's strong visual identity."
Chouquette,toy store,Rennes,France,https://www.chouquette-rennes.fr/,,+33 2 99 79 21 02,@chouquetterennes,"An independent toy and gift shop that prioritizes beautiful, high-quality products for families and collectors."
La Malle d'Apolline,board game store,Reims,France,https://www.lamalledapolline.com/,contact@lamalledapolline.com,+33 3 26 05 81 53,@lamalledapolline,A premier independent board game shop in Reims with a curated selection that values both aesthetic design and engaging gameplay.
Le Temple du Jeu Reims,board game store,Reims,France,https://www.letempledujeu.fr/,reims@letempledujeu.fr,+33 3 26 03 45 42,@letempledujeu_reims,"Part of a reputable network of game stores, this location focuses heavily on card games and hobbyist titles, making it a natural fit for Omakase."
Excalibur Reims,board game store,Reims,France,https://www.excalibur-reims.fr/,excalibur.reims@orange.fr,+33 3 26 47 19 86,@excalibur_reims,"A specialized shop for board and card games with a strong community focus, ideal for introducing niche, high-quality card games."
Manga Reims,Japan stores,Reims,France,https://www.mangareims.com/,contact@mangareims.com,+33 3 26 05 06 48,@mangareims,Focuses on Japanese culture and manga; the sushi theme of Omakase aligns perfectly with their customer base and thematic inventory.
L'Atelier des Jouets,toy store,Reims,France,https://www.latelierdesjouets.fr/,contact@latelierdesjouets.fr,+33 3 26 47 41 81,@latelierdesjouets,"An independent toy store that carries high-quality, well-designed games for families and collectors who appreciate premium physical components."
Le Trésor,Concept design,Reims,France,https://www.letresor-reims.fr/,,+33 3 26 47 31 11,@letresor_reims,"A concept store focusing on unique gifts and design-led products, fitting Omakase's strong visual identity and giftable nature."
Le Dé Calé,board game store,Le Havre,France,https://www.lede-cale.fr/,contact@lede-cale.fr,+33 2 35 43 21 04,@le_de_cale,A specialized independent board game shop with a strong community focus and a curated selection of modern card games.
Sortilèges Le Havre,board game store,Le Havre,France,https://www.sortileges.fr/,lehavre@sortileges.fr,+33 2 35 22 55 14,@sortilegeslehavre,"Part of a well-known French network of game boutiques, they specialize in tabletop games and would appreciate the thematic appeal of Omakase."
La Galerne,book shop,Le Havre,France,https://www.lagalerne.com/,,+33 2 35 43 22 52,@librairielagalerne,"A major independent bookstore with a large high-end gift and game section that favors well-designed, aesthetic products."
Manga-T Le Havre,Japan stores,Le Havre,France,https://manga-t.com/,,+33 9 83 67 01 44,@mangat_lehavre,A Japanese-themed tea room and boutique selling cultural goods; the sushi theme of Omakase is a perfect fit for their clientele.
LoHo (Le Local Shop),gift shop,Le Havre,France,https://www.loho.fr/,,+33 2 35 42 41 63,@loho_lelocalshop,A concept store focusing on local and designer gifts; Omakase's strong visual design makes it a strong candidate for their lifestyle selection.
JouéClub Le Havre,toy store,Le Havre,France,https://www.joueclub.fr/magasin/joueclub-le-havre.html,,+33 2 35 42 22 22,,A large central toy retailer with a dedicated board game department that stocks popular and accessible card games.
La Taverne du Gobelin Farci,board game store,Saint-Étienne,France,https://www.taverne-du-gobelin-farci.com/,contact@taverne-du-gobelin-farci.com,+33 4 77 32 53 70,@latavernedugobelinfarci,"As the primary board game hub in the city, they specialize in card games and have a dedicated community that appreciates well-designed indie titles."
Des Pions et des Dés,board game store,Saint-Étienne,France,https://despionsetdesdes.fr/,,+33 4 77 21 94 01,@despionsetdesdes,"A specialized boutique focusing on modern board games and card games, making it a perfect fit for a high-design product like Omakase."
Manga Dokaze,Japan stores,Saint-Étienne,France,https://www.mangadokaze.com/,,+33 4 77 41 33 13,@mangadokaze,A specialist in Japanese culture and manga; the sushi theme and aesthetic of Omakase align perfectly with their customer base.
L'Arbre à Soleils,toy store,Saint-Étienne,France,https://www.larbreasoleils.fr/,,+33 4 77 32 33 41,@larbreasoleils,"An independent toy and book store that prioritizes quality, artistic design, and educational value in their curated game selection."
Le Remue-Méninges,board game store,Saint-Étienne,France,https://leremuemeninges.com/,,+33 4 77 25 11 31,@leremuemeninges42,"A board game café and shop that focuses on social and accessible games, ideal for a card game with strong visual appeal."
L'Étrange Rendez-Vous,toy store,Saint-Étienne,France,https://www.letrangerendezvous.fr/,,+33 4 77 32 28 01,@letrangerendezvous,An independent boutique specializing in original toys and games with a focus on creative and beautifully illustrated products.
L'Atout Maître,board game store,Toulon,France,https://www.latoutmaitre.com/,latoutmaitre@gmail.com,+33 4 94 92 61 74,@latoutmaitre,A specialized board game shop with a strong community focus and a curated selection of modern card games.
Le Dé d'Argent,board game store,Toulon,France,https://www.lededargent.com/,,+33 4 94 92 26 82,@lededargent,A dedicated retailer for board games and tabletop hobbies that stocks a wide variety of independent card games.
Manga-T Toulon,Japan stores,Toulon,France,https://manga-t.com/,,+33 4 94 41 73 95,@mangat_toulon,A Japanese-themed concept store and tea room; the sushi theme and aesthetic of Omakase are a perfect fit for their audience.
Librairie Charlemagne,book shop,Toulon,France,https://www.librairiecharlemagne.com/,,+33 4 94 62 22 40,@librairiecharlemagne,The largest independent cultural retailer in the region with a high-quality toy and game department that values well-designed products.
La Cellule,board game store,Toulon,France,https://www.lacellule-toulon.fr/,,+33 4 94 24 87 13,@lacellule_toulon,"A board game café and shop that allows customers to try games before buying, ideal for demonstrating the mechanics of Omakase."
Le Dragon de Jade,board game store,Toulon,France,,,+33 4 94 92 00 23,,A long-standing local hobby shop specializing in games and collectibles with a loyal customer base of tabletop enthusiasts.
Brettspielgeschäft.berlin,board game store,Berlin,Germany,https://brettspielgeschaeft.berlin/,info@brettspielgeschaeft.berlin,+49 30 44030650,@brettspielgeschaeft.berlin,A premier specialty board game shop in Berlin with a highly curated selection of modern card games and indie titles.
J-Store Berlin,Japan stores,Berlin,Germany,https://www.j-store-berlin.de/,info@j-store-berlin.de,+49 30 31016447,@jstoreberlin,"Specializes in Japanese pop culture, manga, and lifestyle products; a sushi-themed game is a perfect thematic fit for their audience."
RSVP Berlin,Concept design,Berlin,Germany,https://rsvp-berlin.de/,info@rsvp-berlin.de,+49 30 28094644,@rsvp_berlin,"A high-end stationery and design boutique that values aesthetic quality, making it ideal for a game with strong design elements."
Spielbrett Berlin,board game store,Berlin,Germany,https://spielbrett-berlin.de/,info@spielbrett-berlin.de,+49 30 6923639,@spielbrett_berlin,One of Berlin's oldest independent game stores with multiple locations and a strong focus on family-friendly card games.
Neo Tokyo,Japan stores,Berlin,Germany,https://www.neotokyo.de/,info@neotokyo.de,+49 30 44046111,@neotokyostores,"A major hub for Japanese media and merchandise in Berlin, attracting customers interested in Japanese culinary and pop culture."
Gamer's HQ,board game store,Berlin,Germany,https://gamers-hq.de/,info@gamers-hq.de,+49 30 79706346,@gamershq_berlin,A dedicated hobby shop with a deep inventory of tabletop games and a loyal community of card game enthusiasts.
Luiban,Concept design,Berlin,Germany,https://www.luiban.com/,info@luiban.com,+49 30 40041450,@luiban_papeterie,"Focuses on high-quality paper goods and minimalist design objects, aligning with the premium design qualities of Omakase."
Werken Spielen Schenken,toy store,Berlin,Germany,https://www.werken-spielen-schenken.de/,,+49 30 7900970,@werkenspielenschenken,A massive independent toy and hobby retailer in Steglitz with a significant department dedicated to board and card games.
Grober Unfug,gift shop,Berlin,Germany,https://www.groberunfug.de/,info@groberunfug.de,+49 30 2813013,@groberunfug,"A cult comic and gift shop that stocks unique, visually-driven games and collectibles that appeal to a design-conscious crowd."
Modern Graphics,gift shop,Berlin,Germany,https://modern-graphics.de/,info@modern-graphics.de,+49 30 6158810,@moderngraphics_berlin,"Specializes in graphic novels and curated gifts, making it a strong candidate for a game with high-quality illustrations."
Atlantis Hamburg,board game store,Hamburg,Germany,https://www.atlantis-hamburg.de,info@atlantis-hamburg.de,+49 40 60085151,@atlantis_hamburg,"As one of Hamburg's premier specialty board game stores, they carry a wide range of indie titles and have a dedicated community for card games."
Spielbrett Hamburg,board game store,Hamburg,Germany,https://www.spielbrett-hamburg.de,info@spielbrett-hamburg.de,+49 40 442842,,A long-standing independent board game shop known for curated selections and expert staff who appreciate high-quality game design.
Kyoto - Japanische Kostbarkeiten,Japan stores,Hamburg,Germany,https://kyoto-hamburg.de,info@kyoto-hamburg.de,+49 40 345558,@kyoto_hamburg,A specialty shop for Japanese goods and aesthetics; the sushi theme and design quality of Omakase make it a perfect thematic fit.
Human Empire Shop,Concept design,Hamburg,Germany,https://humanempireshop.com,shop@humanempire.com,+49 40 18011255,@humanempireshop,"A design-focused concept store that stocks unique stationery, prints, and high-end gift items, aligning with Omakase's strong visual identity."
Kaufhaus Hamburg,gift shop,Hamburg,Germany,https://kaufhaus-hamburg.de,info@kaufhaus-hamburg.de,+49 40 30031900,@kaufhaus_hamburg,"Focuses on high-quality, regional, and unique gift products; Omakase fits their 'special finds' criteria for local shoppers."
Gudberg Nerger,Concept design,Hamburg,Germany,https://gudbergnerger.com,shop@gudbergnerger.com,+49 40 41438480,@gudbergnerger,"A hybrid gallery and design shop that curates visually striking books and games, ideal for a game with strong design qualities."
Wirth - Der Kinderladen,toy store,Hamburg,Germany,https://www.wirth-hamburg.de,info@wirth-hamburg.de,+49 40 335500,@wirth_hamburg,"A traditional, high-end toy store in the city center with a significant department for family and card games."
Hartfelder Spielzeug,toy store,Hamburg,Germany,https://www.hartfelder-spielzeug.de,info@hartfelder.net,+49 40 64415150,@hartfelder_spielzeug,A major independent toy retailer in Hamburg with multiple locations and a strong focus on tabletop games.
Funtainment,board game store,Munich,Germany,https://www.funtainment.de,info@funtainment.de,+49 89 51505710,@funtainment_muenchen,"Munich's premier destination for hobby gaming and card games, attracting a dedicated tabletop audience."
Item Shop,board game store,Munich,Germany,https://item-shop.de,info@item-shop.de,+49 89 20061555,@itemshop_de,"A boutique shop for geek culture and tabletop games that values unique, high-quality indie titles."
Kunst und Spiel,toy store,Munich,Germany,https://www.kunstundspiel.de,info@kunstundspiel.de,+49 89 381660,@kunstundspiel,"A high-end toy store emphasizing aesthetic and educational value, perfect for a well-designed card game."
Mikado,Japan stores,Munich,Germany,https://www.mikado-munich.de,info@mikado-munich.de,+49 89 23000140,,A Japanese grocery and gift shop where a sushi-themed game would serve as an excellent thematic cross-sell.
Weissglut Concept Store,Concept design,Munich,Germany,https://weissglut-concept-store.de,info@weissglut-concept-store.de,+49 89 21543666,@weissglutconceptstore,"A curated lifestyle store focusing on modern design, making it ideal for Omakase's strong visual identity."
Servus Heimat,gift shop,Munich,Germany,https://www.servusheimat.com,info@servusheimat.com,+49 89 24294780,@servusheimat,"A popular gift shop specializing in high-quality, curated items that appeal to both locals and tourists."
Japan Deko,Japan stores,Munich,Germany,https://www.japandeko.de,info@japandeko.de,+49 89 26018386,,"Specializes in authentic Japanese crafts and gifts, offering a direct thematic link to the game's subject matter."
Hiveworld,board game store,Cologne,Germany,https://www.hiveworld.de,info@hiveworld.de,+49 221 9231412,@hiveworld.de,A leading board game specialist in Cologne with a high volume of card game enthusiasts and a central location.
Brave New World,board game store,Cologne,Germany,https://www.bravenewworld.biz,info@bravenewworld.biz,+49 221 2578500,@bravenewworld_koeln,"Focuses on hobbyist and indie games, making it a great fit for a niche card game with unique mechanics."
Spielbrett Köln,board game store,Cologne,Germany,https://spielbrett-koeln.de,info@spielbrett-koeln.de,+49 221 424242,,A traditional shop with a curated selection of family-friendly and aesthetically pleasing games.
Siebter Himmel,Concept design,Cologne,Germany,https://www.siebterhimmel.de,info@siebterhimmel.de,+49 221 2726020,@siebterhimmel,A design-centric concept store where Omakase's visual appeal would stand out to gift shoppers and design lovers.
Schee,gift shop,Cologne,Germany,https://schee.net,info@schee.net,+49 221 16912340,@schee_shop,"Specializes in modern design and art prints, aligning perfectly with Omakase's strong design qualities."
Kyoto - Japan Shop,Japan stores,Cologne,Germany,https://www.kyoto-japan.de,info@kyoto-japan.de,+49 221 251418,,"As a Japanese specialty shop, the sushi theme of Omakase provides a perfect thematic cross-sell opportunity for their customers."
Pinocchio,toy store,Cologne,Germany,https://www.pinocchio-koeln.de,info@pinocchio-koeln.de,+49 221 2570020,@pinocchio_koeln,"An independent toy store focusing on high-quality, educational, and well-designed play items for all ages."
Ortloff,gift shop,Cologne,Germany,https://www.ortloff.de,info@ortloff.de,+49 221 20550,@ortloff_koeln,"A premium retailer for stationery and gifts that attracts customers looking for high-quality, giftable games and puzzles."
T3 Terminal Entertainment,board game store,Frankfurt,Germany,https://t3ffm.de/,info@t3ffm.de,+49 69 287543,@t3_terminal_entertainment,A premier destination for comics and board games in Frankfurt with a highly curated selection and a dedicated gaming community.
JK Entertainment,board game store,Frankfurt,Germany,https://www.jk-entertainment.de/,info@jk-entertainment.de,+49 69 40564967,@jk_entertainment_ffm,"Specializes in trading card games and modern board games, hosting regular events that attract a core audience of tabletop enthusiasts."
Super-Kato,Japan stores,Frankfurt,Germany,https://superkato.de/,,+49 69 294554,,A central Japanese specialty store and grocery that would be an ideal cultural fit for a sushi-themed card game.
Kyoto,Japan stores,Frankfurt,Germany,https://www.kyoto-frankfurt.de/,info@kyoto-frankfurt.de,+49 69 294258,,"Focuses on high-quality Japanese crafts and lifestyle products, aligning perfectly with Omakase's strong design qualities."
Brummbär,toy store,Frankfurt,Germany,https://www.brummbaer-frankfurt.de/,,+49 69 448444,,"An independent toy store known for high-quality, educational, and aesthetically pleasing play products."
Liebesdienste Home,Concept design,Frankfurt,Germany,https://liebesdienste-home.de/,,+49 69 90437244,@liebesdienste_frankfurt,"A curated concept store featuring high-end design items, making it a great fit for a game marketed on its visual and design appeal."
Buchhandlung Walther König,book shop,Frankfurt,Germany,https://www.buchhandlung-walther-koenig.de/,,,,"Located in major art museums, this shop focuses on art and design, providing a sophisticated retail environment for a well-designed card game."
Fantasy Stronghold,board game store,Stuttgart,Germany,https://www.fantasystronghold.de/,info@fantasystronghold.de,+49 711 6070701,@fantasystronghold,A premier destination for board games and tabletop hobbies in Stuttgart with a dedicated community of card game players.
Merlin's Spiele + Verspieltes,board game store,Stuttgart,Germany,https://www.merlins-spiele.de/,info@merlins-spiele.de,+49 711 233951,@merlins_spiele,"Specializes in high-quality board games and educational toys, making it a perfect fit for a well-designed card game like Omakase."
Kaufhaus Mitte,Concept design,Stuttgart,Germany,https://kaufhausmitte.com/,info@kaufhausmitte.com,+49 711 50474330,@kaufhausmitte,A design-focused concept store that prioritizes aesthetic and local products; Omakase's strong design qualities align with their curated selection.
Superjuju,gift shop,Stuttgart,Germany,https://superjuju.de/,shop@superjuju.de,+49 711 50433485,@superjuju_stuttgart,"A quirky boutique gift shop specializing in unique and original items, ideal for a sushi-themed card game with high visual appeal."
Spielwaren Kurtz,toy store,Stuttgart,Germany,https://www.spielwaren-kurtz.de/,info@spielwaren-kurtz.de,+49 711 238520,@spielwarenkurtz,A historic and large toy store in the city center with a significant board game section that caters to both families and collectors.
Mage Store,board game store,Düsseldorf,Germany,https://www.magestore.de,info@magestore.de,+49 211 9944085,@magestore_duesseldorf,Düsseldorf's premier destination for board and card games with a highly active community and dedicated retail space.
Drachental,board game store,Düsseldorf,Germany,https://www.drachental.com,info@drachental.com,+49 211 5803795,@drachental_duesseldorf,"A specialized hobby and game shop that focuses on tabletop and card games, making it a perfect fit for niche card game titles."
Kyoto by Japan Art,Japan stores,Düsseldorf,Germany,https://kyoto-japan.de,info@kyoto-japan.de,+49 211 360706,@kyoto_duesseldorf,"Located in the heart of the Japanese quarter, this shop specializes in high-quality Japanese design and lifestyle products."
Takagi Books & More,Japan stores,Düsseldorf,Germany,https://www.takagi-books.de,info@takagi-books.de,+49 211 352151,@takagibooks,"A major cultural hub in Little Tokyo that sells Japanese books, manga, and gifts, attracting customers interested in Japanese aesthetics."
Selekteur,Concept design,Düsseldorf,Germany,https://selekteur.com,info@selekteur.com,+49 211 86042363,@selekteur,"A high-end concept store focusing on 'things that last,' valuing strong design and quality, which aligns with Omakase's design-led approach."
Lütgenau,toy store,Düsseldorf,Germany,https://www.luetgenau.de,info@luetgenau.de,+49 211 325941,,"A traditional, large independent toy store in the city center with a significant department for board games and puzzles."
Morita,Japan stores,Düsseldorf,Germany,https://morita.de,info@morita.de,+49 211 1649337,@morita_lifestyle,Specializes in Japanese lifestyle and interior design; the sushi theme of Omakase would complement their curated gift selection.
Bücher Bumiller,book shop,Düsseldorf,Germany,https://www.bumiller.de,info@bumiller.de,+49 211 325455,@buecherbumiller,An independent bookstore that curates a high-quality selection of gifts and games alongside literature.
Auenland,board game store,Dortmund,Germany,https://www.auenland.de,info@auenland.de,+49 231 529855,@auenland_dortmund,Auenland is a premier destination for board games and card games in Dortmund with a dedicated community and a focus on hobbyist titles.
Tellurian Games,board game store,Dortmund,Germany,https://www.tellurian.de,info@tellurian.de,+49 231 524410,,"Specializes in tabletop, card games, and fantasy hobbies, making it an ideal location for niche card games like Omakase."
Spielwaren Lütgenau,toy store,Dortmund,Germany,https://www.luetgenau.de,info@luetgenau.de,+49 231 528555,@spielwaren_luetgenau,"A traditional, large independent toy store in the city center with a significant and well-curated board game department."
Unterhaltung (Lieblingsstücke),gift shop,Dortmund,Germany,https://www.unterhaltung-laden.de,post@unterhaltung-laden.de,+49 231 5347727,@unterhaltung_laden,"A concept store focusing on design-led gifts and lifestyle products, which aligns perfectly with Omakase's strong visual aesthetic."
Gedankenspiel,board game store,Dortmund,Germany,https://www.gedankenspiel-shop.de,info@gedankenspiel-shop.de,+49 231 47644944,@gedankenspiel_dortmund,"Focuses on modern board games and community events, providing a great platform for introducing new card games to local players."
White Rabbit Community Game Store,board game store,Essen,Germany,https://white-rabbit-essen.de/,info@white-rabbit-essen.de,+49 201 45846644,@whiterabbitessen,"A central hub for the Essen gaming community that specializes in card games and indie titles, making it a perfect fit for Omakase."
Roskothen Die Kunst zu Spielen,toy store,Essen,Germany,https://www.roskothen.de/,info@roskothen.de,+49 201 224534,@roskothen_essen,"A high-end toy and design shop that focuses on quality aesthetics and educational play, aligning with Omakase's strong design qualities."
All about Games,board game store,Essen,Germany,https://all-about-games.de/,info@all-about-games.de,+49 201 85794840,,A dedicated specialty shop for board and card games with a knowledgeable staff and a curated selection of hobbyist titles.
Wohngemeinschaft,gift shop,Essen,Germany,https://www.wohngemeinschaft-essen.de/,,+49 201 85787140,@wohngemeinschaft_essen,A lifestyle and concept store that stocks unique gifts and design objects; Omakase would fit their 'beautiful things' retail philosophy.
Loot Shop,board game store,Essen,Germany,https://loot-shop.de/,info@loot-shop.de,+49 201 89091460,@lootshop_essen,"Focuses on geek culture, TCGs, and board games, providing a high-traffic environment for modern card games."
Capito - Der Spieleladen,board game store,Leipzig,Germany,https://www.capito-leipzig.de/,info@capito-leipzig.de,+49 341 9601751,@capito_leipzig,Leipzig's premier independent board game specialist with a curated selection of card games and high-quality indie titles.
City Comics,board game store,Leipzig,Germany,https://www.citycomics.de/,info@citycomics.de,+49 341 9608070,@citycomicsleipzig,A central hub for tabletop and card games with a dedicated community that appreciates thematic and well-designed games.
Tschau Tschüssi,Concept design,Leipzig,Germany,https://www.tschau-tschuessi.de/,post@tschau-tschuessi.de,+49 341 2474441,@tschautschuessi,"A design-focused concept store that stocks unique gifts and small-press games, making it ideal for Omakase's strong visual aesthetic."
Comic Combo Leipzig,board game store,Leipzig,Germany,https://www.comiccombo.de/,info@comiccombo.de,+49 341 9615656,@comiccomboleipzig,Specializes in comics and board games with a strong focus on niche card games and pop-culture themes.
Taka-Tuka,toy store,Leipzig,Germany,https://www.takatuka-leipzig.de/,info@takatuka-leipzig.de,+49 341 9601751,,An independent toy store with a high-quality selection of family-friendly card games and educational play items.
Manga-Mafia Leipzig,Japan stores,Leipzig,Germany,https://manga-mafia.de/,,+49 341 24804344,@mangamafiastore,"A specialty shop for Japanese pop culture and merchandise, providing a perfect thematic audience for a sushi-based game."
Hafenbasar,gift shop,Leipzig,Germany,https://www.hafenbasar.de/,,+49 341 2253818,@hafenbasar,"A unique gift and curiosity shop that values high-quality design and quirky, portable products."
Highlander Games Bremen,board game store,Bremen,Germany,https://www.highlander-games.de/,bremen@highlander-games.de,+49 421 7942784,@highlandergamesbremen,"A dedicated hobby and board game store with a strong community focus, ideal for niche card games and tabletop enthusiasts."
Spielraum Bremen,board game store,Bremen,Germany,https://www.spielraum-bremen.de/,info@spielraum-bremen.de,+49 421 705502,,"Specializes in board games and trading cards, making it a primary destination for tabletop gamers in the city center."
